date,open,high,low,close,average_price,day_variation,timeHigh,timeLow,volume,marketCap,circulatingSupply
2022-11-10,15883.16,18054.31,15834.02,17586.77,16944.16,10.73%,21:01:00,00:05:00,83202283720.96,337735690619.8,19203962.0
2022-11-09,18543.76,18590.46,15682.69,15880.78,17136.58,-14.36%,00:34:00,23:38:00,102905151606.28,304958504278.2,19202993.0
2022-11-08,20600.67,20664.61,17603.54,18541.27,19134.08,-10.0%,02:31:00,19:35:00,118992465606.57,356030188152.67,19202037.0
2022-11-07,20924.62,21053.25,20489.97,20602.82,20771.61,-1.54%,02:18:00,22:33:00,53510852236.18,395596352770.07,19201081.0
2022-11-06,21285.06,21345.38,20920.19,20926.49,21132.78,-1.68%,00:41:00,23:58:00,35082693210.3,401792318391.34,19200181.0
2022-11-05,21144.83,21446.89,21097.64,21282.69,21272.26,0.65%,04:22:00,00:18:00,37846047609.23,408613690153.42,19199343.0
2022-11-04,20208.77,21209.56,20188.02,21147.23,20698.79,4.64%,15:02:00,00:12:00,64072727949.72,405992446610.67,19198375.0
2022-11-03,20162.69,20382.1,20086.24,20209.99,20234.17,0.23%,05:53:00,12:51:00,43228750179.43,387983112928.37,19197593.0
2022-11-02,20482.96,20742.81,20087.13,20159.5,20414.97,-1.58%,18:32:00,22:56:00,55552169483.42,386993271473.89,19196568.0
2022-11-01,20494.9,20647.29,20359.85,20485.27,20503.57,-0.05%,09:50:00,14:14:00,39819303159.15,393230695987.89,19195775.0
2022-10-31,20633.7,20795.32,20287.46,20495.77,20541.39,-0.67%,11:20:00,14:40:00,45668466815.41,393413045572.67,19194837.0
2022-10-30,20817.98,20917.01,20547.46,20635.6,20732.24,-0.88%,07:15:00,22:32:00,31486345555.64,396075135322.21,19193775.0
2022-10-29,20595.1,20988.39,20566.48,20818.48,20777.43,1.08%,10:24:00,00:41:00,40369840645.23,399567972100.27,19192950.0
2022-10-28,20287.96,20724.98,20086.07,20595.35,20405.53,1.52%,16:58:00,08:25:00,43994715910.3,395266756395.28,19192037.0
2022-10-27,20772.8,20854.04,20255.37,20285.84,20554.71,-2.34%,05:46:00,23:17:00,49625110402.03,389306507854.33,19191050.0
2022-10-26,20092.24,20938.13,20076.12,20770.44,20507.12,3.38%,16:14:00,00:15:00,58895950537.09,398588922090.83,19190200.0
2022-10-25,19344.96,20348.41,19261.45,20095.86,19804.93,3.88%,18:37:00,10:04:00,47761524909.94,385624152241.56,19189237.0
2022-10-24,19567.77,19589.12,19206.32,19345.57,19397.72,-1.14%,00:34:00,14:28:00,30202235804.59,371211779873.32,19188462.0
2022-10-23,19207.73,19646.65,19124.2,19567.01,19385.43,1.87%,22:37:00,12:28:00,22128794335.13,375444263357.02,19187618.0
2022-10-22,19172.38,19248.07,19132.24,19208.19,19190.16,0.19%,15:05:00,03:06:00,16104440957.47,368541303588.26,19186675.0
2022-10-21,19053.2,19237.39,18770.97,19172.47,19004.18,0.63%,19:52:00,12:26:00,32459287865.69,367839754255.23,19185831.0
2022-10-20,19138.09,19315.2,18971.46,19053.74,19143.33,-0.44%,15:02:00,01:07:00,24493974419.53,365543015077.49,19184843.0
2022-10-19,19335.03,19348.42,19127.69,19139.53,19238.06,-1.01%,00:07:00,23:52:00,22425387183.91,367171621206.39,19183937.0
2022-10-18,19550.47,19667.0,19144.77,19334.42,19405.89,-1.11%,06:46:00,19:28:00,30580012344.21,370891718468.24,19182981.0
2022-10-17,19268.56,19635.8,19173.33,19550.76,19404.57,1.46%,13:45:00,04:12:00,27472552998.34,375024092833.74,19182075.0
2022-10-16,19068.91,19389.6,19068.91,19268.09,19229.25,1.04%,20:04:00,00:00:00,17988916650.36,369584293835.81,19181156.0
2022-10-15,19185.44,19212.54,19019.25,19067.64,19115.9,-0.61%,03:59:00,23:04:00,16192235531.97,365722351004.5,19180268.0
2022-10-14,19382.53,19889.15,19115.41,19185.66,19502.28,-1.02%,01:58:00,22:14:00,38452356726.7,367967465552.59,19179300.0
2022-10-13,19156.97,19453.33,18319.82,19382.9,18886.58,1.18%,20:24:00,13:20:00,44219840003.89,371731749298.26,19178331.0
2022-10-12,19052.65,19203.2,19029.76,19157.45,19116.48,0.55%,22:14:00,12:39:00,24950173846.05,367391447229.96,19177475.0
2022-10-11,19139.0,19241.96,18925.6,19051.42,19083.78,-0.46%,12:37:00,14:07:00,28711532910.3,365340817941.08,19176568.0
2022-10-10,19446.42,19515.47,19102.98,19141.48,19309.22,-1.57%,01:58:00,22:19:00,27425022773.59,367049182259.43,19175587.0
2022-10-09,19417.48,19542.54,19349.26,19446.43,19445.9,0.15%,16:08:00,04:29:00,16837262532.25,372876821416.38,19174568.0
2022-10-08,19546.33,19601.7,19299.41,19416.57,19450.56,-0.66%,00:28:00,22:08:00,16437423166.71,372284398575.26,19173543.0
2022-10-07,19957.56,20041.09,19395.79,19546.85,19718.44,-2.06%,02:44:00,17:12:00,29227315390.11,374761116006.47,19172456.0
2022-10-06,20161.04,20408.39,19900.09,19955.44,20154.24,-1.02%,02:11:00,23:05:00,34711412966.17,382574032285.78,19171412.0
2022-10-05,20335.9,20343.75,19801.8,20160.72,20072.78,-0.86%,00:05:00,14:37:00,33223790572.36,386489739242.67,19170437.0
2022-10-04,19623.58,20380.34,19523.84,20336.84,19952.09,3.63%,20:52:00,02:15:00,35887278684.83,389843287588.34,19169312.0
2022-10-03,19044.07,19653.54,19025.23,19623.58,19339.39,3.04%,23:28:00,00:08:00,30484729488.71,376151028151.32,19168318.0
2022-10-02,19311.85,19370.31,18970.62,19044.11,19170.46,-1.39%,05:35:00,23:37:00,20765955327.49,365024821953.69,19167337.0
2022-10-01,19431.1,19471.15,19231.08,19312.09,19351.12,-0.61%,00:22:00,20:13:00,18719537669.88,370142714486.9,19166368.0
2022-09-30,19573.43,20109.85,19265.66,19431.79,19687.75,-0.72%,15:13:00,13:31:00,43975248084.73,372414733487.45,19165231.0
2022-09-29,19427.78,19589.27,18924.35,19573.05,19256.81,0.75%,04:59:00,14:19:00,41037843771.3,375100872175.06,19164150.0
2022-09-28,19104.62,19688.34,18553.3,19426.72,19120.82,1.69%,21:31:00,02:44:00,53071298733.51,372279603227.33,19163275.0
2022-09-27,19221.84,20338.46,18915.67,19110.55,19627.06,-0.58%,12:52:00,18:25:00,58571439618.96,366202733264.3,19162337.0
2022-09-26,18803.9,19274.87,18721.29,19222.67,18998.08,2.23%,09:05:00,07:01:00,44148798320.6,368335944295.86,19161537.0
2022-09-25,18936.31,19134.73,18696.47,18802.1,18915.6,-0.71%,11:53:00,22:07:00,23359966112.45,360259346858.07,19160593.0
2022-09-24,19296.99,19310.2,18861.97,18937.01,19086.08,-1.87%,00:08:00,22:53:00,26149643167.68,362826506171.96,19159650.0
2022-09-23,19412.4,19464.67,18617.55,19297.64,19041.11,-0.59%,04:56:00,14:26:00,38896078052.07,369718966324.75,19158768.0
2022-09-22,18534.65,19456.91,18415.59,19413.55,18936.25,4.74%,23:11:00,01:00:00,41135767926.23,371923967755.44,19157956.0
2022-09-21,18891.28,19674.63,18290.32,18547.4,18982.47,-1.82%,18:01:00,22:20:00,46363793974.56,355314855623.96,19157125.0
2022-09-20,19545.59,19602.46,18813.46,18890.79,19207.96,-3.35%,00:11:00,18:01:00,36791346508.26,361876433047.07,19156237.0
2022-09-19,19418.57,19639.48,18390.32,19544.13,19014.9,0.65%,22:58:00,06:46:00,40177002623.56,374373522207.39,19155293.0
2022-09-18,20127.23,20127.23,19387.49,19419.51,19757.36,-3.52%,00:00:00,22:32:00,31254779143.63,371970445843.4,19154475.0
2022-09-17,19777.03,20162.53,19777.03,20127.58,19969.78,1.77%,17:11:00,00:00:00,24957448100.3,385513277844.78,19153487.0
2022-09-16,19704.01,19870.63,19400.08,19772.58,19635.36,0.35%,11:59:00,17:31:00,30123362272.94,378693173324.34,19152437.0
2022-09-15,20242.29,20318.17,19636.73,19701.21,19977.45,-2.67%,07:22:00,15:19:00,36389011503.32,377311288517.09,19151681.0
2022-09-14,20184.56,20467.2,19793.4,20241.09,20130.3,0.28%,02:27:00,18:19:00,37872380889.0,387631908834.78,19150743.0
2022-09-13,22371.48,22673.82,20062.67,20296.71,21368.24,-9.27%,12:26:00,21:46:00,51091116621.52,388682319976.46,19149981.0
2022-09-12,21770.15,22439.18,21603.9,22370.45,22021.54,2.76%,14:26:00,03:43:00,50212088965.2,428373958242.42,19149100.0
2022-09-11,21678.54,21770.55,21406.94,21769.26,21588.74,0.42%,23:58:00,06:43:00,34493951963.3,416840289162.08,19148118.0
2022-09-10,21376.91,21760.28,21168.72,21680.54,21464.5,1.42%,23:39:00,14:04:00,36913738894.15,415117548315.38,19147012.0
2022-09-09,19328.14,21439.41,19310.96,21381.15,20375.18,10.62%,23:19:00,00:07:00,48469528170.65,409363809141.16,19146012.0
2022-09-08,19289.94,19417.35,19076.71,19329.83,19247.03,0.21%,20:17:00,13:13:00,32194477849.95,370071738762.96,19145106.0
2022-09-07,18837.68,19427.17,18644.47,19290.32,19035.82,2.4%,21:07:00,03:03:00,35239757133.88,369299496559.04,19144287.0
2022-09-06,19817.72,20155.27,18800.17,18837.67,19477.72,-4.95%,01:05:00,20:13:00,43403978910.41,360616650169.4,19143381.0
2022-09-05,19988.79,20031.16,19673.05,19812.37,19852.1,-0.88%,00:05:00,11:33:00,28813460025.44,379258182345.46,19142493.0
2022-09-04,19832.47,19999.69,19636.82,19986.71,19818.25,0.78%,23:43:00,08:04:00,25245861651.62,382576542382.13,19141543.0
2022-09-03,19969.72,20037.01,19698.36,19832.09,19867.68,-0.69%,00:46:00,19:19:00,23613051457.08,379595440556.6,19140468.0
2022-09-02,20126.07,20401.57,19814.77,19969.77,20108.17,-0.78%,14:44:00,18:16:00,29123998927.55,382212933183.84,19139575.0
2022-09-01,20050.5,20198.39,19653.97,20127.14,19926.18,0.38%,02:28:00,16:42:00,30182031009.86,385208305831.58,19138750.0
2022-08-31,19799.58,20420.99,19799.58,20049.76,20110.29,1.26%,04:07:00,00:00:00,33225232872.06,383710102294.98,19137887.0
2022-08-30,20298.61,20542.64,19617.64,19796.81,20080.14,-2.47%,07:36:00,17:24:00,34483360282.77,378850670474.32,19136956.0
2022-08-29,19615.15,20357.46,19600.79,20297.99,19979.12,3.48%,16:07:00,00:22:00,32637854077.72,388422039679.33,19135981.0
2022-08-28,20041.03,20139.05,19616.81,19616.81,19877.93,-2.12%,16:28:00,23:59:00,24366810590.82,375367382007.85,19134981.0
2022-08-27,20262.48,20340.77,19890.52,20041.74,20115.64,-1.09%,00:37:00,16:29:00,30116729775.56,383478483268.59,19133993.0
2022-08-26,21596.09,21804.91,20199.48,20260.02,21002.2,-6.19%,13:07:00,23:50:00,42326789563.56,387636192940.59,19133062.0
2022-08-25,21395.46,21789.64,21362.44,21600.91,21576.04,0.96%,08:13:00,00:17:00,31028679593.0,413267825941.47,19131968.0
2022-08-24,21526.46,21783.08,21195.01,21395.02,21489.04,-0.61%,19:42:00,03:16:00,31962253368.02,409308514098.09,19131018.0
2022-08-23,21401.05,21646.2,20955.14,21528.09,21300.67,0.59%,14:13:00,06:14:00,31878280659.1,411833237128.08,19130043.0
2022-08-22,21531.46,21531.46,20939.18,21398.91,21235.32,-0.62%,00:00:00,08:34:00,31666498757.58,409340103013.27,19129018.0
2022-08-21,21160.39,21668.85,21103.2,21534.12,21386.02,1.77%,21:25:00,06:58:00,23102307723.19,411906673576.29,19128093.0
2022-08-20,20872.84,21350.81,20856.73,21166.06,21103.77,1.4%,07:43:00,21:03:00,27595671000.41,404848126556.26,19127231.0
2022-08-19,23213.31,23213.31,20868.85,20877.55,22041.08,-10.06%,00:00:00,23:56:00,40509610259.78,399309311305.82,19126250.0
2022-08-18,23341.04,23563.83,23177.6,23212.74,23370.72,-0.55%,13:02:00,23:26:00,23747613147.14,443947256035.75,19125156.0
2022-08-17,23881.32,24407.06,23243.35,23336.0,23825.2,-2.28%,07:01:00,20:07:00,30931623076.08,446283604019.97,19124256.0
2022-08-16,24126.14,24228.42,23733.5,23883.29,23980.96,-1.01%,01:35:00,15:07:00,27753685645.65,456730745422.92,19123443.0
2022-08-15,24318.32,25135.59,23839.77,24136.97,24487.68,-0.75%,03:19:00,23:18:00,35123501684.8,461560003436.79,19122531.0
2022-08-14,24429.06,24974.91,24206.26,24319.33,24590.58,-0.45%,07:51:00,18:05:00,22994133555.22,465024405299.05,19121593.0
2022-08-13,24402.19,24860.05,24346.11,24424.07,24603.08,0.09%,06:21:00,12:37:00,22987346288.83,467007252128.58,19120781.0
2022-08-12,23957.2,24412.57,23657.27,24402.82,24034.92,1.86%,23:40:00,11:40:00,27265804687.74,466578839477.74,19119875.0
2022-08-11,23948.35,24822.63,23901.0,23957.53,24361.82,0.04%,14:18:00,23:11:00,37127036580.1,458043109398.07,19118962.0
2022-08-10,23162.9,24127.41,22771.52,23947.64,23449.46,3.39%,13:31:00,00:50:00,32837431721.55,457833729141.91,19118112.0
2022-08-09,23811.48,23898.62,22982.0,23164.32,23440.31,-2.72%,05:39:00,14:10:00,23555719218.86,442835162483.49,19117125.0
2022-08-08,23179.53,24203.69,23176.55,23809.49,23690.12,2.72%,12:14:00,00:04:00,28575544847.49,455148536623.69,19116268.0
2022-08-07,22963.51,23359.01,22894.56,23175.89,23126.78,0.92%,21:10:00,00:59:00,15886817042.79,443014963855.4,19115337.0
2022-08-06,23291.42,23326.56,22961.28,22961.28,23143.92,-1.42%,00:52:00,23:59:00,15978259884.75,438890198160.7,19114362.0
2022-08-05,22626.83,23422.83,22612.18,23289.31,23017.5,2.93%,12:12:00,00:04:00,28881249043.31,445137234251.88,19113368.0
2022-08-04,22848.21,23198.01,22485.7,22630.96,22841.86,-0.95%,01:46:00,20:02:00,25120229769.19,432532599006.89,19112431.0
2022-08-03,22981.3,23578.65,22747.84,22846.51,23163.25,-0.59%,12:22:00,01:07:00,26288169966.18,436633304289.21,19111600.0
2022-08-02,23308.43,23415.04,22710.08,22978.12,23062.56,-1.42%,17:07:00,09:46:00,28389250717.43,439128030641.55,19110706.0
2022-08-01,23336.72,23464.79,22890.8,23314.2,23177.8,-0.1%,14:55:00,18:50:00,25849159140.74,445527356895.96,19109700.0
2022-07-31,23652.07,24121.64,23275.7,23336.9,23698.67,-1.33%,18:16:00,22:52:00,23553591896.25,445941074223.04,19108843.0
2022-07-30,23796.82,24572.58,23580.51,23656.21,24076.54,-0.59%,15:49:00,22:19:00,28148218300.58,452020722098.65,19107912.0
2022-07-29,23845.21,24294.79,23481.17,23804.63,23887.98,-0.17%,06:43:00,13:07:00,35887249745.78,454837507676.2,19107100.0
2022-07-28,22933.64,24110.47,22722.27,23843.89,23416.37,3.97%,21:14:00,12:34:00,40212386157.74,455565748691.77,19106187.0
2022-07-27,21244.17,22986.53,21070.81,22930.55,22028.67,7.94%,19:28:00,03:49:00,31758955233.31,438095993233.22,19105343.0
2022-07-26,21361.12,21361.12,20776.82,21239.75,21068.97,-0.57%,00:00:00,15:56:00,28624673855.33,405770108604.64,19104275.0
2022-07-25,22607.16,22649.12,21361.64,21361.7,22005.38,-5.51%,00:19:00,23:58:00,35574561406.16,408078695877.99,19103287.0
2022-07-24,22465.51,22974.0,22306.84,22609.16,22640.42,0.64%,22:46:00,04:14:00,23565495302.99,431888879541.1,19102381.0
2022-07-23,22706.98,22977.21,22002.91,22465.48,22490.06,-1.06%,05:17:00,18:08:00,24021799168.58,429122209145.36,19101406.0
2022-07-22,23163.75,23671.93,22603.42,22714.98,23137.68,-1.94%,13:52:00,20:49:00,31421555645.94,433866028177.06,19100437.0
2022-07-21,23233.2,23388.32,22431.15,23164.63,22909.74,-0.3%,01:17:00,14:37:00,33631012203.97,442435421338.91,19099612.0
2022-07-20,23393.19,24196.82,23009.95,23231.73,23603.38,-0.69%,15:38:00,01:10:00,42932549127.33,443696738856.27,19098737.0
2022-07-19,22467.85,23666.96,21683.41,23389.43,22675.18,4.1%,21:58:00,06:52:00,48765202697.15,446690803766.25,19097975.0
2022-07-18,20781.91,22633.03,20781.91,22485.69,21707.47,8.2%,16:04:00,00:00:00,39974475561.94,429412153274.1,19097131.0
2022-07-17,21195.04,21600.64,20778.18,20779.34,21189.41,-1.96%,07:13:00,23:58:00,22927802082.64,396808327004.88,19096287.0
2022-07-16,20834.1,21514.4,20518.9,21190.32,21016.65,1.71%,17:23:00,06:40:00,24302954056.04,404639672831.08,19095500.0
2022-07-15,20573.16,21138.24,20397.0,20836.33,20767.62,1.28%,20:01:00,01:22:00,25905575358.62,397861215081.44,19094593.0
2022-07-14,20211.47,20789.89,19689.26,20569.92,20239.57,1.77%,19:32:00,13:43:00,31158743333.4,392755738689.37,19093693.0
2022-07-13,19325.97,20223.05,18999.95,20212.07,19611.5,4.59%,23:19:00,13:34:00,33042430345.48,385908229967.86,19092956.0
2022-07-12,19970.48,20043.45,19308.53,19323.91,19675.99,-3.24%,05:49:00,23:55:00,25810220017.7,368936762200.6,19092237.0
2022-07-11,20856.35,20856.35,19924.54,19970.56,20390.44,-4.25%,00:00:00,23:08:00,24150249024.63,381264246558.41,19091318.0
2022-07-10,21591.08,21591.08,20727.12,20860.45,21159.1,-3.38%,00:00:00,16:16:00,28688807249.03,398237577323.43,19090556.0
2022-07-09,21716.83,21877.14,21445.96,21592.21,21661.55,-0.57%,17:38:00,12:02:00,29641127858.06,412185216767.56,19089537.0
2022-07-08,21637.16,22314.94,21257.45,21731.12,21786.2,0.43%,01:31:00,14:04:00,49899834488.21,414819851681.33,19088750.0
2022-07-07,20547.81,21771.82,20296.1,21637.59,21033.96,5.3%,20:01:00,06:04:00,25814972520.24,413013947459.11,19087800.0
2022-07-06,20194.62,20595.53,19823.51,20548.25,20209.52,1.75%,23:08:00,03:14:00,24598943708.23,392200896304.73,19086831.0
2022-07-05,20225.35,20635.47,19341.23,20190.11,19988.35,-0.17%,20:16:00,13:34:00,26715546990.31,385349780369.64,19086062.0
2022-07-04,19297.31,20258.75,19063.07,20231.26,19660.91,4.84%,23:52:00,03:04:00,21594638208.11,386119553712.38,19085293.0
2022-07-03,19242.09,19558.27,18966.95,19297.08,19262.61,0.29%,20:09:00,04:58:00,16390821947.43,368272636367.55,19084375.0
2022-07-02,19274.84,19371.75,19027.08,19242.26,19199.42,-0.17%,12:46:00,09:29:00,18100418739.96,367208487556.97,19083443.0
2022-07-01,19820.47,20632.67,19073.71,19269.37,19853.19,-2.78%,00:34:00,11:04:00,30767551158.55,367709366218.78,19082587.0
2022-06-30,20108.31,20141.16,18729.66,19784.73,19435.41,-1.61%,00:15:00,20:55:00,26267239923.25,377526215552.49,19081700.0
2022-06-29,20281.17,20364.16,19937.79,20104.02,20150.97,-0.87%,02:50:00,11:22:00,23552740327.93,383598071095.42,19080662.0
2022-06-28,20731.54,21164.42,20228.81,20280.64,20696.61,-2.17%,09:14:00,20:37:00,21381535160.78,386949194397.61,19079737.0
2022-06-27,21028.24,21478.09,20620.2,20735.48,21049.14,-1.39%,09:01:00,18:10:00,20965695707.02,395606854741.09,19078743.0
2022-06-26,21496.49,21783.72,21016.27,21027.3,21400.0,-2.18%,12:17:00,22:52:00,18027170496.51,401157940864.2,19077962.0
2022-06-25,21233.61,21520.91,20964.59,21502.34,21242.75,1.27%,08:07:00,16:05:00,18372538715.34,410202265385.35,19077100.0
2022-06-24,21084.65,21472.92,20777.51,21231.66,21125.21,0.7%,22:22:00,07:16:00,24957784918.21,405018505024.32,19076162.0
2022-06-23,19986.61,21135.76,19950.12,21085.88,20542.94,5.5%,23:36:00,00:04:00,26188097172.81,402219959760.78,19075325.0
2022-06-22,20719.41,20835.75,19848.08,19987.03,20341.92,-3.53%,14:35:00,20:43:00,28574793477.85,381240087223.77,19074375.0
2022-06-21,20594.29,21620.63,20415.06,20710.6,21017.84,0.56%,14:54:00,03:34:00,28970212744.12,395025644879.73,19073600.0
2022-06-20,20553.37,20913.32,19689.17,20599.54,20301.24,0.22%,11:52:00,01:52:00,30818458597.14,392888024958.72,19072662.0
2022-06-19,19010.9,20683.82,18067.15,20553.27,19375.48,8.11%,22:29:00,05:41:00,35329942624.94,391988917193.6,19071850.0
2022-06-18,20473.42,20736.04,17708.62,19017.64,19222.33,-7.11%,00:34:00,20:56:00,42009436760.13,362685324229.12,19070993.0
2022-06-17,20385.72,21243.31,20326.52,20471.48,20784.92,0.42%,08:35:00,00:42:00,27132421513.81,390391528176.49,19070018.0
2022-06-16,22576.31,22868.92,20265.23,20381.65,21567.07,-9.72%,01:16:00,23:25:00,31183975653.76,388664840556.76,19069350.0
2022-06-15,22196.73,22642.67,20178.38,22572.84,21410.52,1.69%,22:35:00,09:38:00,54912007015.02,430432160005.57,19068587.0
2022-06-14,22487.99,23018.95,20950.82,22206.79,21984.88,-1.25%,05:26:00,02:01:00,50913575242.48,423429131864.08,19067550.0
2022-06-13,26737.58,26795.59,22141.26,22487.39,24468.42,-15.9%,00:37:00,23:34:00,68204556439.95,428759852105.36,19066681.0
2022-06-12,28373.51,28502.69,26762.65,26762.65,27632.67,-5.68%,00:47:00,23:59:00,34163220273.81,510252464820.78,19065843.0
2022-06-11,29084.67,29401.92,28236.21,28360.81,28819.06,-2.49%,05:10:00,16:37:00,27246574438.64,540698499860.06,19064987.0
2022-06-10,30110.33,30245.81,28978.15,29083.8,29611.98,-3.41%,03:07:00,19:10:00,29867476526.98,554455834485.63,19064075.0
2022-06-09,30215.28,30609.31,30020.26,30112.0,30314.78,-0.34%,09:38:00,20:10:00,21692004719.49,574029141738.88,19063137.0
2022-06-08,31151.48,31253.69,29944.4,30214.36,30599.04,-3.01%,00:34:00,04:10:00,30242059107.41,575953219487.92,19062237.0
2022-06-07,31371.74,31489.68,29311.68,31155.48,30400.68,-0.69%,20:28:00,02:34:00,40770974039.33,593857882016.71,19061106.0
2022-06-06,29910.28,31693.29,29894.19,31370.67,30793.74,4.88%,14:38:00,00:04:00,31947336828.66,597927548347.45,19060081.0
2022-06-05,29835.12,30117.74,29574.45,29906.66,29846.1,0.24%,16:13:00,09:38:00,17264085440.89,569996838236.88,19059193.0
2022-06-04,29706.14,29930.56,29500.01,29832.91,29715.28,0.43%,22:18:00,02:31:00,16588370958.43,568564420350.11,19058293.0
2022-06-03,30467.81,30633.03,29375.69,29704.39,30004.36,-2.51%,02:04:00,15:13:00,26175547451.56,566088081691.13,19057387.0
2022-06-02,29794.89,30604.73,29652.7,30467.49,30128.72,2.26%,22:13:00,00:37:00,29083562061.06,580603466872.23,19056493.0
2022-06-01,31792.55,31957.28,29501.59,29799.08,30729.44,-6.27%,00:58:00,20:43:00,41135817340.95,567842680885.87,19055712.0
2022-05-31,31723.87,32249.86,31286.15,31792.31,31768.0,0.22%,16:46:00,14:07:00,33538210634.3,605797887876.49,19054856.0
2022-05-30,29443.37,31949.63,29303.57,31726.39,30626.6,7.75%,21:25:00,00:58:00,39277993273.94,604513442525.64,19053962.0
2022-05-29,29019.87,29498.01,28841.11,29445.96,29169.56,1.47%,22:43:00,02:28:00,18093886409.16,561034743433.25,19053031.0
2022-05-28,28842.1,29135.92,28554.57,29023.49,28845.24,0.63%,13:19:00,01:46:00,19252320707.98,552958193308.48,19052093.0
2022-05-27,29251.14,29346.94,28326.61,28627.57,28836.78,-2.13%,00:32:00,18:30:00,36582005748.16,545388222663.76,19051150.0
2022-05-26,29564.78,29834.16,28261.91,29267.22,29048.04,-1.01%,04:23:00,13:31:00,36774325352.43,557547946793.11,19050250.0
2022-05-25,29653.14,30157.78,29384.95,29562.36,29771.36,-0.31%,04:01:00,12:02:00,27525063551.25,563145244691.91,19049400.0
2022-05-24,29101.13,29774.35,28786.59,29655.59,29280.47,1.91%,23:20:00,14:13:00,26616506244.9,564895173841.06,19048525.0
2022-05-23,30309.4,30590.59,28975.56,29098.91,29783.08,-3.99%,07:35:00,23:20:00,31483454556.82,554268758109.31,19047750.0
2022-05-22,29432.47,30425.86,29275.18,30323.72,29850.52,3.03%,23:28:00,05:01:00,21631532269.67,577568895835.72,19046768.0
2022-05-21,29199.86,29588.87,29027.39,29432.23,29308.13,0.8%,16:14:00,01:31:00,17274840441.5,560565793081.53,19045987.0
2022-05-20,30311.12,30664.98,28793.61,29200.74,29729.3,-3.66%,01:43:00,17:31:00,30749382604.8,556131920268.79,19045131.0
2022-05-19,28720.36,30430.75,28708.96,30314.33,29569.86,5.55%,15:50:00,02:14:00,33773447706.67,577316228899.3,19044331.0
2022-05-18,30424.48,30618.72,28720.27,28720.27,29669.5,-5.6%,00:37:00,23:59:00,31285268318.53,546936441379.51,19043568.0
2022-05-17,29862.41,30694.49,29570.3,30425.86,30132.4,1.89%,13:46:00,18:36:00,29101473475.43,579391415566.42,19042731.0
2022-05-16,31304.37,31305.34,29251.89,29862.92,30278.62,-4.6%,00:01:00,16:58:00,32613897286.17,568643328349.1,19041787.0
2022-05-15,30098.59,31308.19,29527.74,31305.11,30417.96,4.01%,23:58:00,05:10:00,25835372064.61,596074575228.33,19040806.0
2022-05-14,29285.64,30192.8,28702.91,30101.27,29447.86,2.79%,23:02:00,16:13:00,28579868619.98,573129618194.88,19040050.0
2022-05-13,29030.91,30924.8,28782.33,29283.1,29853.56,0.87%,14:43:00,00:21:00,42841124537.45,557525025253.19,19039137.0
2022-05-12,28936.73,30032.44,26350.49,29047.75,28191.46,0.38%,00:52:00,07:19:00,66989173272.36,553017241734.59,19038212.0
2022-05-11,31016.18,32013.4,28170.41,28936.36,30091.9,-6.71%,10:16:00,21:29:00,70388855817.93,550870071633.8,19037300.0
2022-05-10,30273.65,32596.31,29944.8,31022.91,31270.56,2.47%,06:46:00,00:33:00,59811038817.27,590565398299.36,19036431.0
2022-05-09,34060.02,34222.07,30296.95,30296.95,32259.51,-11.05%,01:22:00,23:59:00,63355494961.42,576716899022.88,19035475.0
2022-05-08,35502.94,35502.94,33878.96,34059.26,34690.95,-4.07%,00:00:00,17:40:00,36763041910.24,648302121215.01,19034531.0
2022-05-07,36042.5,36129.93,34940.82,35501.95,35535.38,-1.5%,11:23:00,22:55:00,24375896405.9,675729532873.68,19033587.0
2022-05-06,36573.18,36624.36,35482.13,36040.92,36053.24,-1.46%,00:08:00,13:49:00,37795577489.27,685953792235.64,19032637.0
2022-05-05,39695.75,39789.28,35856.52,36575.14,37822.9,-7.86%,05:20:00,19:25:00,43106256317.32,696088266356.37,19031731.0
2022-05-04,37748.01,39902.95,37732.06,39698.37,38817.5,5.17%,19:19:00,00:06:00,36754404490.11,755491473700.31,19030793.0
2022-05-03,38528.11,38629.99,37585.62,37750.45,38107.8,-2.02%,08:13:00,20:23:00,27326943244.26,718385701942.79,19029856.0
2022-05-02,38472.19,39074.97,38156.56,38529.33,38615.76,0.15%,06:10:00,18:45:00,32922642425.83,733170725790.51,19028900.0
2022-05-01,37713.27,38627.86,37585.79,38469.09,38106.82,2.0%,16:25:00,01:38:00,27002760109.78,731986764311.88,19027918.0
2022-04-30,38605.86,38771.21,37697.94,37714.88,38234.57,-2.31%,02:10:00,23:51:00,23895713731.28,717596901508.72,19026893.0
2022-04-29,39768.62,39887.27,38235.54,38609.82,39061.4,-2.91%,01:31:00,19:55:00,30882994649.3,734589762489.81,19025981.0
2022-04-28,39241.43,40269.47,38941.42,39773.83,39605.44,1.36%,18:07:00,14:07:00,33903704906.51,756698317681.63,19025031.0
2022-04-27,38120.3,39397.92,37997.31,39241.12,38697.62,2.94%,13:52:00,00:49:00,30981015184.24,746531438328.55,19024212.0
2022-04-26,40448.42,40713.89,37884.99,38117.46,39299.44,-5.76%,08:25:00,20:16:00,34569088415.86,725113482674.14,19023131.0
2022-04-25,39472.61,40491.75,38338.38,40458.31,39415.06,2.5%,23:25:00,09:19:00,35445730570.23,769607056243.23,19022225.0
