date,open,high,low,close,average_price,day_variation,timeHigh,timeLow,volume,marketCap,circulatingSupply
2024-10-26,66628.74,67317.92,66360.6,67014.7,66839.26,0.58%,20:31:00,02:13:00,19588098156.32,1325286022321.48,19773459.0
2024-10-25,68165.3,68722.16,65521.79,66642.41,67121.98,-2.23%,14:32:00,23:25:00,41469984305.66,1317385748797.48,19773000.0
2024-10-24,66653.7,68798.96,66454.1,68161.05,67626.53,2.26%,21:24:00,00:24:00,31414428647.2,1347797865139.47,19772493.0
2024-10-23,67362.37,67402.74,65188.04,66432.2,66295.39,-1.38%,00:01:00,18:21:00,32263980353.23,1313495275869.46,19772059.0
2024-10-22,67360.7,67801.58,66581.37,67361.4,67191.48,0.0%,22:57:00,00:34:00,31808472565.82,1331842439476.36,19771596.0
2024-10-21,69002.0,69462.74,66829.85,67367.85,68146.3,-2.37%,00:32:00,15:13:00,37498611780.2,1331798086167.27,19771143.0
2024-10-20,68364.18,69359.01,68105.72,69001.71,68732.36,0.93%,22:53:00,03:09:00,18975847518.28,1364212669154.26,19770625.0
2024-10-19,68418.98,68668.01,68024.64,68362.73,68346.32,-0.08%,03:18:00,17:03:00,14443497907.64,1351535266982.96,19770059.0
2024-10-18,67419.11,68969.75,67177.82,68418.79,68073.78,1.48%,18:47:00,00:57:00,36857165014.36,1352611490621.36,19769537.0
2024-10-17,67617.08,67912.21,66647.39,67399.83,67279.8,-0.32%,00:38:00,13:37:00,32790898510.76,1332816990035.49,19769128.0
2024-10-16,67042.46,68375.29,66758.73,67612.72,67567.01,0.85%,11:48:00,01:12:00,38195189533.82,1336696892492.18,19768628.0
2024-10-15,66050.37,67881.68,64809.2,67041.11,66345.44,1.5%,14:02:00,15:09:00,48863870878.62,1325307318851.9,19768178.0
2024-10-14,62848.4,66482.49,62442.15,66046.13,64462.32,5.09%,23:01:00,00:53:00,43706958055.79,1305664072036.41,19767703.0
2024-10-13,63192.94,63272.65,62035.64,62851.37,62654.14,-0.54%,00:33:00,15:31:00,18177529689.88,1242341595990.99,19767275.0
2024-10-12,62444.62,63448.78,62443.27,63193.02,62946.02,1.2%,15:15:00,00:00:00,16744110885.86,1249123856891.37,19766825.0
2024-10-11,60275.46,63400.87,60046.13,62445.09,61723.5,3.6%,19:13:00,01:37:00,30327141594.18,1234303474603.03,19766371.0
2024-10-10,60581.93,61236.72,58895.21,60274.5,60065.96,-0.51%,12:03:00,18:27:00,30452813570.16,1191400599851.04,19765931.0
2024-10-09,62131.73,62508.84,60314.61,60582.1,61411.72,-2.49%,05:58:00,20:56:00,27670982363.46,1197429647366.86,19765459.0
2024-10-08,62221.65,63174.31,61843.56,62131.97,62508.94,-0.14%,14:03:00,19:16:00,28134475156.91,1228037977784.51,19765071.0
2024-10-07,62819.11,64443.71,62152.55,62236.66,63298.13,-0.93%,14:25:00,23:01:00,34253562610.48,1229782194408.04,19764540.0
2024-10-06,62084.99,62959.57,61833.15,62818.95,62396.36,1.18%,19:31:00,04:43:00,14776233666.91,1241559389621.88,19764040.0
2024-10-05,62067.61,62371.02,61689.58,62089.95,62030.3,0.04%,13:13:00,03:04:00,13305410748.72,1227021845844.29,19763584.0
2024-10-04,60754.63,62465.99,60459.94,62067.48,61462.96,2.16%,20:56:00,00:55:00,29585472513.07,1226647958541.08,19763093.0
2024-10-03,60632.49,61469.04,59878.8,60759.4,60673.92,0.21%,04:01:00,13:19:00,36106447278.67,1200668382436.2,19762584.0
2024-10-02,60836.32,62357.69,59996.95,60632.79,61177.32,-0.33%,16:08:00,19:47:00,40762722397.63,1198224649900.69,19762090.0
2024-10-01,63335.6,64110.98,60189.28,60837.01,62150.13,-3.95%,07:40:00,20:42:00,50220923499.58,1202222321937.7,19761587.0
2024-09-30,65634.66,65635.05,62873.62,63329.5,64254.34,-3.51%,00:00:00,23:44:00,37112957474.81,1251461875405.87,19761121.0
2024-09-29,65888.9,66069.35,65450.01,65635.31,65759.68,-0.38%,20:06:00,08:26:00,14788214574.54,1296984728119.06,19760668.0
2024-09-28,65792.18,66255.53,65458.03,65887.65,65856.78,0.15%,03:08:00,13:16:00,15243637983.9,1301977287120.42,19760193.0
2024-09-27,65180.67,66480.69,64852.99,65790.66,65666.84,0.94%,14:39:00,03:07:00,32058813449.4,1300039501550.01,19759787.0
2024-09-26,63138.55,65790.8,62669.27,65181.02,64230.04,3.23%,17:08:00,01:39:00,36873129847.33,1287929596336.16,19759381.0
2024-09-25,64302.59,64804.5,62945.38,63143.15,63874.94,-1.8%,01:41:00,23:44:00,25078377699.65,1247551422563.2,19758950.0
2024-09-24,63326.84,64695.22,62737.42,64301.97,63716.32,1.54%,22:58:00,02:15:00,29938335243.03,1270523906052.13,19758518.0
2024-09-23,63643.1,64733.56,62628.08,63329.8,63680.82,-0.49%,03:28:00,00:17:00,31400285425.2,1251214895782.2,19758050.0
2024-09-22,63396.8,63993.42,62440.73,63648.71,63217.08,0.4%,22:59:00,22:06:00,20183348802.13,1257434508161.25,19757593.0
2024-09-21,63184.34,63543.36,62783.11,63394.84,63163.24,0.33%,23:51:00,05:08:00,14408616220.03,1252541488640.3,19757171.0
2024-09-20,62941.43,64119.53,62364.61,63192.98,63242.07,0.4%,04:10:00,18:12:00,35177164222.14,1248317992550.81,19756762.0
2024-09-19,61651.16,63872.44,61609.87,62940.46,62741.16,2.09%,17:47:00,01:36:00,42710252572.5,1243489914823.71,19756303.0
2024-09-18,60309.0,61664.07,59218.25,61649.68,60441.16,2.22%,23:58:00,16:06:00,40990702890.6,1217976155884.66,19755934.0
2024-09-17,58192.51,61316.09,57628.07,60308.54,59472.08,3.64%,15:22:00,01:01:00,38075570117.66,1191434667557.74,19755503.0
2024-09-16,59185.23,59205.51,57501.34,58192.51,58353.42,-1.68%,00:05:00,17:13:00,32032822113.39,1149595000633.19,19755034.0
2024-09-15,60000.73,60381.92,58696.31,59182.84,59539.12,-1.36%,15:46:00,23:12:00,18120960866.97,1169182849928.94,19754640.0
2024-09-14,60569.12,60656.72,59517.88,60005.12,60087.3,-0.93%,00:19:00,18:10:00,16428405496.29,1185265247315.9,19754181.0
2024-09-13,58130.32,60648.02,57650.11,60571.3,59149.06,4.2%,22:59:00,12:25:00,32490528355.5,1196466210707.58,19753734.0
2024-09-12,57343.17,58534.36,57330.1,58127.01,57932.23,1.37%,14:35:00,00:00:00,33835707948.72,1148268024284.08,19753340.0
2024-09-11,57650.29,57991.32,55567.34,57343.17,56779.33,-0.53%,18:27:00,14:48:00,37049062671.53,1132692864304.88,19752881.0
2024-09-10,57020.1,58029.98,56419.41,57648.71,57224.7,1.1%,19:58:00,04:38:00,28857630506.88,1138738372572.7,19752518.0
2024-09-09,54851.89,58041.12,54598.43,57019.53,56319.78,3.95%,21:16:00,05:55:00,34618096173.33,1126266856954.79,19752103.0
2024-09-08,54147.93,55300.86,53653.76,54841.57,54477.31,1.28%,22:29:00,16:03:00,18268287531.02,1083415774482.94,19751659.0
2024-09-07,53949.09,54838.15,53740.07,54139.69,54289.11,0.35%,16:09:00,01:54:00,19061486526.14,1069483234366.22,19751137.0
2024-09-06,56160.19,56976.11,52598.7,53948.75,54787.4,-3.94%,13:24:00,21:01:00,49361693566.14,1065529160549.42,19750643.0
2024-09-05,57971.7,58300.58,55712.45,56160.49,57006.52,-3.12%,00:30:00,21:36:00,31030280656.27,1109173176845.09,19750168.0
2024-09-04,57430.35,58511.57,55673.16,57971.54,57092.37,0.94%,16:39:00,01:06:00,35627680311.93,1144922067905.65,19749671.0
2024-09-03,59106.19,59815.06,57425.17,57431.02,58620.12,-2.83%,02:16:00,23:59:00,26666961052.67,1134203956918.77,19749209.0
2024-09-02,57326.97,59403.07,57136.03,59112.48,58269.55,3.11%,23:02:00,00:53:00,27036454524.41,1167274281774.19,19748765.0
2024-09-01,58969.8,59062.07,57217.82,57325.49,58139.94,-2.79%,00:17:00,23:19:00,24592449996.84,1132107052433.14,19748246.0
2024-08-31,59117.48,59432.59,58768.78,58969.9,59100.68,-0.25%,00:34:00,17:52:00,12403470760.22,1164522862133.13,19747784.0
2024-08-30,59388.6,59896.89,57768.53,59119.47,58832.71,-0.45%,12:31:00,16:28:00,32292756404.79,1167450891056.22,19747315.0
2024-08-29,59027.47,61184.08,58786.23,59388.18,59985.16,0.61%,15:35:00,22:10:00,32224990582.03,1172740960639.8,19746903.0
2024-08-28,59507.92,60236.45,57890.68,59027.63,59063.56,-0.81%,10:00:00,16:24:00,40289564698.25,1165584605051.06,19746478.0
2024-08-27,62879.71,63207.6,58116.75,59504.13,60662.18,-5.37%,05:52:00,22:16:00,39103882197.72,1175040861567.76,19745956.0
2024-08-26,64342.23,64489.71,62849.56,62880.66,63669.63,-2.27%,00:08:00,23:56:00,27682040631.48,1241593608804.03,19745537.0
2024-08-25,64176.37,64996.42,63833.52,64333.54,64414.97,0.24%,23:29:00,10:10:00,18827683555.12,1270273035259.48,19745112.0
2024-08-24,64103.87,64513.79,63619.92,64178.99,64066.86,0.12%,09:01:00,22:00:00,21430585163.21,1267143884943.4,19744712.0
2024-08-23,60380.95,64947.06,60372.05,64094.36,62659.56,6.15%,22:35:00,00:02:00,42530509233.24,1265681609173.33,19744231.0
2024-08-22,61168.32,61408.11,59815.25,60381.91,60611.68,-1.29%,12:04:00,02:53:00,27625734376.65,1192142090606.28,19743678.0
2024-08-21,59014.99,61834.35,58823.44,61175.19,60328.9,3.66%,20:06:00,01:23:00,32731154072.02,1207652524160.56,19743218.0
2024-08-20,59493.45,61396.33,58610.88,59012.79,60003.6,-0.81%,05:25:00,16:11:00,31613400007.92,1165118855138.42,19742762.0
2024-08-19,58480.71,59612.66,57864.71,59493.45,58738.68,1.73%,23:55:00,10:06:00,25911207712.1,1174536992004.58,19742290.0
2024-08-18,59468.13,60262.72,58445.4,58483.96,59354.06,-1.65%,12:47:00,23:56:00,17740625837.21,1154518920582.08,19741875.0
2024-08-17,58893.53,59694.67,58814.83,59478.97,59254.75,0.99%,16:53:00,00:20:00,13589684021.38,1173983398000.89,19741387.0
2024-08-16,57560.27,59847.36,57110.02,58894.1,58478.69,2.32%,19:33:00,01:23:00,29350938673.14,1162612186428.42,19740915.0
2024-08-15,58733.26,59838.65,56161.59,57560.1,58000.12,-2.0%,16:32:00,20:57:00,35682112440.15,1136267308779.81,19740478.0
2024-08-14,60611.05,61687.76,58472.87,58737.27,60080.32,-3.09%,12:31:00,22:05:00,29961696179.78,1159393319243.89,19739978.0
2024-08-13,59356.21,61572.4,58506.25,60609.57,60039.32,2.11%,17:45:00,10:25:00,30327698167.09,1196435943982.72,19739568.0
2024-08-12,58719.4,60680.33,57688.9,59354.51,59184.62,1.08%,14:41:00,07:22:00,37078637820.19,1171638477214.27,19739106.0
2024-08-11,60944.89,61778.66,58348.82,58719.48,60063.74,-3.65%,09:21:00,20:39:00,22759754812.06,1159042118919.04,19738659.0
2024-08-10,60881.23,61464.51,60287.57,60945.81,60876.04,0.11%,00:24:00,04:16:00,15745822278.31,1202940345184.08,19738165.0
2024-08-09,61728.21,61751.86,59587.86,60880.11,60669.86,-1.37%,00:01:00,14:37:00,33425553115.27,1201660191806.74,19737778.0
2024-08-08,55030.03,62673.76,54766.73,61710.14,58720.24,12.14%,23:01:00,00:40:00,45298472566.63,1218352191431.14,19737365.0
2024-08-07,56040.63,57726.88,54620.51,55027.46,56173.7,-1.81%,10:35:00,22:24:00,41637562184.67,1086125591738.96,19736962.0
2024-08-06,53991.35,57059.92,53973.27,56034.32,55516.6,3.78%,18:18:00,00:00:00,49300484106.29,1106050307069.4,19736578.0
2024-08-05,58110.3,58268.83,49121.24,53991.46,53695.04,-7.09%,00:07:00,06:25:00,108991085584.42,1065580794793.2,19736140.0
2024-08-04,60676.09,61062.99,57210.8,58116.98,59136.9,-4.22%,02:35:00,17:45:00,31758917219.16,1146844860380.54,19735656.0
2024-08-03,61414.81,62148.37,59836.53,60680.09,60992.45,-1.2%,12:41:00,21:08:00,31753030589.34,1197456370706.16,19735225.0
2024-08-02,65353.5,65523.22,61184.89,61415.06,63354.06,-6.03%,00:20:00,22:59:00,43060875727.45,1212008164272.18,19734787.0
2024-08-01,64625.84,65593.24,62248.94,65357.5,63921.09,1.13%,22:27:00,17:47:00,40975554493.51,1289712080281.71,19734400.0
2024-07-31,66201.27,66810.21,64532.05,64619.25,65671.13,-2.39%,13:43:00,20:56:00,31292785993.69,1275323104043.98,19733950.0
2024-07-30,66819.05,66987.67,65323.19,66201.02,66155.43,-0.92%,07:48:00,20:12:00,31380492109.35,1306384437839.03,19733525.0
2024-07-29,68259.05,69987.54,66532.59,66819.92,68260.06,-2.11%,13:07:00,17:03:00,40780682628.04,1318540566549.27,19733003.0
2024-07-28,67808.66,68301.85,67085.83,68255.87,67693.84,0.66%,18:31:00,05:10:00,18043166944.55,1346858598263.74,19732496.0
2024-07-27,67911.81,69398.51,66705.22,67813.34,68051.86,-0.14%,14:05:00,20:26:00,34691905492.17,1338003104418.14,19732040.0
2024-07-26,65771.81,68207.6,65743.77,67912.06,66975.68,3.25%,21:50:00,00:03:00,30488630457.22,1340006377389.0,19731565.0
2024-07-25,65375.87,66112.42,63473.47,65777.22,64792.94,0.61%,22:09:00,14:14:00,38315761669.6,1297746222202.46,19731040.0
2024-07-24,65927.86,67113.98,65146.99,65372.13,66130.48,-0.84%,14:35:00,23:06:00,27470942308.81,1289901286822.95,19730540.0
2024-07-23,67584.8,67779.02,65484.46,65927.67,66631.74,-2.45%,00:19:00,20:00:00,35605668665.85,1300762573330.26,19730090.0
2024-07-22,68152.98,68480.06,66611.3,67585.25,67545.68,-0.83%,00:52:00,15:11:00,42649109453.15,1333416492641.59,19729531.0
2024-07-21,67164.91,68372.91,65842.3,68154.52,67107.61,1.47%,22:05:00,18:13:00,26652190003.57,1344591292880.38,19729018.0
2024-07-20,66709.93,67610.73,66299.62,67163.64,66955.17,0.68%,18:54:00,01:55:00,19029581249.82,1325061487221.58,19728478.0
2024-07-19,63972.33,67442.64,63329.34,66710.15,65385.99,4.28%,19:37:00,01:20:00,37003855409.78,1316050877556.13,19727962.0
2024-07-18,64104.74,65104.66,63246.16,63974.07,64175.41,-0.2%,13:13:00,19:26:00,27239305336.94,1262047185003.48,19727481.0
2024-07-17,65091.83,66066.73,63896.09,64118.79,64981.41,-1.49%,01:20:00,16:43:00,32525071310.74,1264876808968.35,19727084.0
2024-07-16,64784.42,65354.34,62487.97,65097.15,63921.16,0.48%,23:31:00,08:34:00,41617346767.84,1284144530410.43,19726587.0
2024-07-15,60815.46,64870.15,60704.93,64870.15,62787.54,6.67%,23:59:00,00:15:00,38094526099.38,1279638364954.2,19726150.0
2024-07-14,59225.25,61329.53,59225.25,60787.79,60277.39,2.64%,22:00:00,00:00:00,22223416060.82,1198755021571.63,19720325.0
2024-07-13,57908.74,59787.08,57796.44,59231.95,58791.76,2.28%,23:19:00,00:34:00,17080061806.26,1168067978181.0,19720234.0
2024-07-12,57341.19,58532.55,56590.17,57899.47,57561.36,0.97%,18:51:00,01:27:00,25604805220.57,1141786144917.27,19720150.0
2024-07-11,57729.89,59299.43,57120.38,57344.91,58209.9,-0.67%,12:34:00,03:22:00,28707803842.25,1130840802043.28,19719984.0
2024-07-10,58033.88,59359.43,57178.41,57742.49,58268.92,-0.5%,05:09:00,20:34:00,26175260525.73,1138673101575.64,19719846.0
2024-07-09,56704.6,58239.2,56316.88,58009.23,57278.04,2.3%,18:46:00,00:32:00,27849512607.28,1143927440649.47,19719750.0
2024-07-08,55849.57,58131.34,54321.02,56705.1,56226.18,1.53%,09:03:00,01:23:00,39766159898.66,1118206962401.32,19719690.0
2024-07-07,58239.43,58371.12,55793.33,55849.11,57082.23,-4.1%,02:21:00,23:51:00,20553359505.21,1101324021018.89,19719634.0
2024-07-06,56659.08,58472.55,56038.96,58303.54,57255.76,2.9%,23:31:00,05:03:00,20610320576.89,1149721701454.25,19719587.0
2024-07-05,57022.81,57497.15,53717.38,56662.37,55607.26,-0.63%,00:51:00,04:20:00,55417544033.35,1117355596306.79,19719534.0
2024-07-04,60147.14,60399.67,56777.8,56977.7,58588.74,-5.27%,00:42:00,13:45:00,41149609229.76,1123568935037.48,19719450.0
2024-07-03,62034.33,62187.7,59419.39,60173.92,60803.54,-3.0%,00:36:00,21:03:00,29756701684.52,1186592344846.68,19719378.0
2024-07-02,62844.41,63203.36,61752.75,62029.02,62478.06,-1.3%,03:43:00,16:10:00,20151616991.74,1223171892635.89,19719350.0
2024-07-01,62673.61,63777.23,62495.51,62851.98,63136.37,0.28%,18:21:00,13:51:00,25468379421.26,1239386428568.86,19719131.0
2024-06-30,60888.45,62892.83,60632.95,62678.29,61762.89,2.94%,23:01:00,05:23:00,17333226408.92,1235944779945.39,19718865.0
2024-06-29,60319.87,61097.62,60300.97,60887.38,60699.3,0.94%,11:40:00,00:04:00,12652903395.87,1200610071822.96,19718537.0
2024-06-28,61612.81,62126.1,59985.4,60320.14,61055.75,-2.1%,01:40:00,20:00:00,24952866877.23,1189406366262.41,19718231.0
2024-06-27,60811.23,62293.86,60585.33,61604.8,61439.6,1.3%,14:15:00,06:48:00,21231745044.69,1214717875147.04,19717909.0
2024-06-26,61789.68,62434.14,60695.19,60811.28,61564.66,-1.58%,02:18:00,19:14:00,22506003064.37,1199038781431.77,19717375.0
2024-06-25,60266.28,62258.26,60239.75,61804.64,61249.0,2.55%,19:04:00,00:01:00,29201215430.56,1218587029578.41,19716756.0
2024-06-24,63173.35,63292.53,58601.7,60277.41,60947.12,-4.58%,01:59:00,20:31:00,43152133650.56,1188446806983.14,19716287.0
2024-06-23,64248.96,64491.7,63180.8,63180.8,63836.25,-1.66%,01:05:00,23:59:00,11170471802.36,1245656822237.84,19715750.0
2024-06-22,64113.86,64760.36,63960.03,64252.58,64360.2,0.22%,00:42:00,00:54:00,9858198792.61,1266764455740.04,19715387.0
2024-06-21,64837.99,65007.55,62785.53,64096.2,63896.54,-1.14%,02:05:00,23:42:59,26188171739.19,1263661931352.75,19715084.0
2024-06-20,64960.3,66438.96,64547.85,64828.66,65493.4,-0.2%,11:32:00,16:25:00,25641109124.03,1278081520105.03,19714762.0
2024-06-19,65146.66,65695.35,64693.3,64960.3,65194.32,-0.29%,04:16:00,20:20:00,21103423504.4,1280662535002.41,19714543.0
2024-06-18,66490.98,66556.7,64066.96,65140.74,65311.83,-2.03%,00:02:00,19:56:00,39481285949.68,1284195191637.24,19714162.0
2024-06-17,66636.52,67188.32,65094.96,66490.29,66141.64,-0.22%,18:35:00,14:02:00,30006354475.77,1310771374540.33,19713725.0
2024-06-16,66189.36,66894.84,66018.25,66639.05,66456.54,0.68%,22:10:00,04:28:00,13281140540.78,1313672583954.16,19713256.0
2024-06-15,66006.74,66402.19,65871.78,66191.0,66136.98,0.28%,15:21:00,20:21:00,14121265575.81,1304788441997.33,19712475.0
2024-06-14,66747.57,67294.65,65056.89,66011.09,66175.77,-1.1%,13:35:00,17:06:00,27403884779.06,1301221571383.53,19712165.0
2024-06-13,68243.1,68365.78,66304.57,66756.4,67335.18,-2.18%,00:55:00,16:03:00,28955204145.83,1315894956574.15,19711893.0
2024-06-12,67321.37,69977.89,66902.46,68241.18,68440.18,1.37%,14:35:00,01:43:00,34497940693.82,1345134120906.92,19711471.0
2024-06-11,69508.08,69549.42,66123.6,67332.03,67836.51,-3.13%,00:04:00,15:45:00,37116136345.4,1327182056471.57,19711006.0
2024-06-10,69644.31,70146.07,69232.43,69512.28,69689.25,-0.19%,15:55:00,09:32:00,20597699540.57,1370130002868.6,19710618.0
2024-06-09,69297.49,69817.52,69160.84,69647.99,69489.18,0.51%,19:29:00,02:40:00,13534028500.18,1372773642949.49,19710168.0
2024-06-08,69324.18,69533.32,69210.74,69305.77,69372.03,-0.03%,08:00:00,13:30:00,14262185861.29,1365997475511.83,19709721.0
2024-06-07,70759.18,71907.85,68507.26,69342.59,70207.55,-2.0%,12:17:00,18:15:00,36188381096.17,1366686633129.09,19709196.0
2024-06-06,71082.84,71625.74,70119.12,70757.17,70872.43,-0.46%,15:29:00,20:03:00,25223152007.14,1394552080469.43,19708425.0
2024-06-05,70568.35,71735.41,70390.71,71082.82,71063.06,0.73%,16:15:00,14:17:00,32810771409.33,1400900832469.81,19708003.0
2024-06-04,68804.57,71047.41,68564.64,70567.77,69806.02,2.56%,18:26:00,09:54:00,33149696544.76,1390743617174.58,19707753.0
2024-06-03,67753.9,70230.82,66252.03,68804.78,68241.42,1.55%,13:50:00,01:00:59,32401285323.51,1355956442572.83,19707300.0
2024-06-02,67710.27,68409.17,67315.53,67751.6,67862.35,0.06%,14:35:00,19:19:00,17110588415.4,1335227914032.14,19707028.0
2024-06-01,67475.43,67839.77,67386.2,67706.94,67612.98,0.34%,22:27:00,01:41:00,11641495603.74,1334337260766.87,19706571.0
2024-05-31,68362.52,68999.57,66633.42,67489.61,67816.5,-1.28%,12:39:00,16:20:00,27387283769.48,1329961627933.33,19706168.0
2024-05-30,67576.09,69500.54,67118.08,68364.99,68309.31,1.17%,17:57:00,08:25:00,29509712533.79,1347131845678.66,19705709.0
2024-05-29,68296.35,68852.46,67101.49,67578.09,67976.98,-1.05%,02:30:00,20:10:00,26707072905.64,1331600056889.42,19705196.0
2024-05-28,69392.2,69514.64,67227.15,68296.22,68370.89,-1.58%,01:38:00,18:41:00,32722265965.17,1345757548563.5,19704678.0
2024-05-27,68512.18,70597.88,68232.5,69394.55,69415.19,1.29%,16:20:00,11:41:00,25870990716.7,1367374775956.02,19704353.0
2024-05-26,69264.29,69506.23,68183.89,68518.09,68845.06,-1.08%,08:16:00,21:33:00,15628433736.91,1349968658779.99,19704068.0
2024-05-25,68526.92,69579.32,68515.82,69265.94,69047.57,1.08%,11:29:00,00:59:00,15473071741.05,1364748567456.59,19703496.0
2024-05-24,67928.13,69220.29,66622.67,68526.1,67921.48,0.88%,20:00:00,08:28:00,29197308152.62,1350188278440.89,19703034.0
2024-05-23,69121.3,70041.27,66356.95,67929.56,68199.11,-1.72%,12:10:00,20:01:00,41895680979.35,1338341012691.15,19702309.0
2024-05-22,70135.32,70623.69,68977.69,69122.34,69800.69,-1.44%,16:16:00,21:10:00,32802561717.06,1361828325233.73,19702006.0
2024-05-21,71443.06,71946.46,69191.12,70136.53,70568.79,-1.83%,00:20:00,19:35:00,46932005990.29,1381774907494.93,19701556.0
2024-05-20,66278.74,71483.57,66086.17,71448.2,68784.87,7.8%,23:38:00,01:34:00,43850655717.06,1407508223127.28,19701118.0
2024-05-19,66937.93,67694.3,65937.18,66278.37,66815.74,-0.99%,10:38:00,19:51:00,19249094537.72,1305732230286.08,19700618.0
2024-05-18,67066.21,67387.33,66663.5,66940.8,67025.42,-0.19%,11:09:00,15:14:00,16712277405.88,1318742415299.47,19700128.0
2024-05-17,65231.3,67459.46,65119.31,67051.87,66289.39,2.79%,15:34:00,01:28:00,28031279309.72,1321187121526.77,19699743.0
2024-05-16,66256.11,66712.43,64613.06,65231.58,65662.74,-1.55%,12:31:00,17:39:00,31573077993.8,1285007856222.27,19699253.0
2024-05-15,61553.99,66454.45,61330.41,66267.49,63892.43,7.66%,23:44:00,00:49:00,39815167073.5,1305166889303.51,19698815.0
2024-05-14,62900.77,63092.13,61123.77,61552.79,62107.95,-2.14%,00:38:00,14:20:00,28186271527.17,1212512959206.07,19698365.0
2024-05-13,61451.22,63422.66,60769.84,62901.45,62096.25,2.36%,16:29:00,03:22:00,27889181179.46,1239017433570.39,19697968.0
2024-05-12,60793.5,61818.15,60632.6,61448.39,61225.38,1.08%,16:22:00,07:35:00,13800459404.7,1210435745366.84,19697506.0
2024-05-11,60793.36,61451.15,60492.63,60793.71,60971.89,0.0%,15:19:00,11:18:00,13842272967.56,1197453013828.78,19697056.0
2024-05-10,63055.19,63446.74,60208.78,60792.78,61827.76,-3.59%,12:05:00,17:52:00,27804954694.22,1197421098168.55,19696578.0
2024-05-09,61191.2,63404.92,60648.08,63049.96,62026.5,3.04%,22:53:00,11:05:00,25453338160.85,1241942293192.66,19696115.0
2024-05-08,62332.64,62986.08,60877.13,61187.94,61931.6,-1.84%,04:22:00,23:24:00,26088172222.01,1205202182090.81,19695678.0
2024-05-07,63162.76,64390.46,62285.98,62334.82,63338.22,-1.31%,08:38:00,23:58:00,25930730981.56,1227659657662.19,19695293.0
2024-05-06,64038.31,65494.9,62746.24,63161.95,64120.57,-1.37%,08:46:00,19:17:00,28697928697.49,1243984877329.17,19694909.0
2024-05-05,63892.45,64610.89,62955.31,64031.13,63783.1,0.22%,15:58:00,01:37:00,18296164805.46,1261203911121.78,19694521.0
2024-05-04,62891.03,64494.96,62599.35,63891.47,63547.16,1.59%,11:02:00,02:37:00,20620477991.84,1258304781123.06,19694106.0
2024-05-03,59122.3,63320.5,58848.31,62889.84,61084.4,6.37%,23:32:00,00:34:00,33172023048.2,1238554321094.73,19693656.0
2024-05-02,58253.7,59602.3,56937.2,59123.43,58269.75,1.49%,21:38:00,01:39:00,32711813559.09,1164330817512.3,19693221.0
2024-05-01,60609.5,60780.5,56555.29,58254.01,58667.9,-3.89%,00:13:00,08:24:00,48439780271.06,1147184157457.92,19692793.0
2024-04-30,63839.42,64703.33,59120.07,60636.86,61911.7,-5.02%,00:57:00,20:00:00,37840840057.21,1193544962108.24,19692375.0
2024-04-29,63106.36,64174.88,61795.46,63841.12,62985.17,1.16%,23:09:00,13:51:00,26635912073.23,1257121259561.43,19691928.0
2024-04-28,63423.51,64321.48,62793.6,63113.23,63557.54,-0.49%,03:16:00,23:17:00,17334827992.62,1242661116273.87,19691534.0
2024-04-27,63750.99,63898.36,62424.72,63419.14,63161.54,-0.52%,00:16:00,01:19:00,19530783038.96,1248878755079.36,19691100.0
2024-04-26,64485.37,64789.66,63322.4,63755.32,64056.03,-1.13%,14:19:00,16:10:00,24139372950.15,1255299007879.53,19690659.0
2024-04-25,64275.02,65275.21,62783.63,64481.71,64029.42,0.32%,21:19:00,13:22:00,32155786816.01,1269733248757.26,19690253.0
2024-04-24,66408.72,67075.37,63589.87,64276.9,65332.62,-3.21%,05:05:00,20:23:00,30276655120.02,1265561280453.39,19689784.0
2024-04-23,66839.89,67199.24,65864.87,66407.27,66532.05,-0.65%,01:16:00,12:47:00,24310975583.48,1307512895862.02,19689303.0
2024-04-22,64935.63,67233.96,64548.18,66837.68,65891.07,2.93%,23:13:00,02:09:00,28282686673.3,1315994975669.26,19688765.0
2024-04-21,64992.82,65723.24,64277.72,64926.64,65000.48,-0.1%,03:13:00,16:39:00,20506644853.02,1278296008665.19,19688312.0
2024-04-20,63851.1,65442.46,63172.4,64994.44,64307.43,1.79%,17:32:00,01:04:00,23097485494.81,1279569409422.42,19687859.0
2024-04-19,63510.75,65481.6,59651.39,63843.57,62566.5,0.52%,12:22:00,02:31:00,49920425400.63,1257063743135.06,19687425.0
2024-04-18,61275.32,64125.69,60833.48,63512.75,62479.59,3.65%,15:11:00,06:43:00,36006307334.72,1250301972763.52,19686462.0
2024-04-17,63831.85,64486.36,59768.59,61276.69,62127.48,-4.0%,05:20:00,16:08:00,41915247048.65,1206240184790.7,19685581.0
2024-04-16,63419.3,64355.67,61716.4,63811.86,63036.04,0.62%,21:51:00,10:32:00,42847528078.04,1256510316191.79,19684693.0
2024-04-15,65739.64,66878.65,62332.07,63426.21,64605.36,-3.52%,09:23:00,19:08:00,43595917653.69,1248326445647.25,19683700.0
2024-04-14,63836.23,65824.43,62205.85,65738.72,64015.14,2.98%,23:23:00,03:15:00,49084320047.0,1293922154520.65,19682800.0
2024-04-13,67188.38,67931.43,60919.11,63821.47,64425.27,-5.01%,04:50:00,20:10:00,52869738184.63,1256414309701.84,19681837.0
